"Statistic","Month","Consumer Item","UNIT","VALUE"
"National Average Price","2000M02","Onions per kg.","IEP","0.804"
"National Average Price","2000M02","Broccoli per kg.","IEP","2.283"
"National Average Price","2000M02","Carrots per kg.","IEP","0.731"
"National Average Price","2000M02","Mushrooms per kg.","IEP","3.068"
"National Average Price","2000M02","Fresh pasteurised milk per litre","IEP","0.644"
"National Average Price","2000M02","Irish cheddar per kg.","IEP","6.084"
"National Average Price","2000M02","Butter per lb.","IEP","1.589"
"National Average Price","2000M02","Large (size 2) eggs per dozen","IEP","1.73"
"National Average Price","2000M02","Medium (size 3) eggs per dozen","IEP","1.51"
"National Average Price","2000M02","Bread white sliced, large (800g)","IEP","0.778"
"National Average Price","2000M02","Bread brown sliced, large (800g)","IEP","0.865"
"National Average Price","2000M02","Bread white sliced, small (400g)","IEP","0.58"
"National Average Price","2000M02","White, plain flour per 2 kgs.","IEP","0.962"
"National Average Price","2000M02","White, self-raising flour per 2 kgs.","IEP","0.956"
"National Average Price","2000M02","Brown, wholemeal flour per 2 kgs.","IEP","0.98"
"National Average Price","2000M02","White granulated sugar per kg.","IEP","0.891"
"National Average Price","2000M02","Jam per lb.","IEP","1.116"
"National Average Price","2000M02","Honey per lb.","IEP","1.793"
"National Average Price","2000M02","Marmalade per lb.","IEP","1.078"
"National Average Price","2000M02","Stout - take home (6 x 250ml)","IEP","4.368"
"National Average Price","2000M02","Lager - take home (4 x 330ml)","IEP","4.662"
"National Average Price","2000M02","Ale - take home (6 x 250ml)","IEP","4.606"
"National Average Price","2000M02","Cider - take home ( 500ml can)","IEP","1.277"
"National Average Price","2000M02","Whiskey - take home (70cl bottle)","IEP","14.118"
"National Average Price","2000M02","Brandy - take home (70cl bottle)","IEP","18.693"
"National Average Price","2000M02","Vodka - take home (70cl bottle)","IEP","12.381"
"National Average Price","2000M02","Sherry - take home (75cl bottle)","IEP","8.25"
"National Average Price","2000M02","Stout - draught bar (1 pint)","IEP","2.195"
"National Average Price","2000M02","Lager - draught lounge (1/2 pint)","IEP","1.407"
"National Average Price","2000M02","Lager - draught lounge (1 pint)","IEP","2.428"
"National Average Price","2000M02","Lager - bottled bar (330ml bottle)","IEP","2.409"
"National Average Price","2000M02","Ale - draught bar (1/2 pint)","IEP","1.301"
"National Average Price","2000M02","Ale - draught bar (1 pint)","IEP","2.227"
"National Average Price","2000M02","Cider - bar (330ml bottle)","IEP","2.497"
"National Average Price","2000M02","Plain cigarettes, standard size per 20 pk.","IEP","3.724"
"National Average Price","2000M02","Filtered cigarettes, standard size per 20 pk.","IEP","3.694"
"National Average Price","2000M02","Leaded petrol per ltr.","IEP",""
"National Average Price","2000M02","Petrol - unleaded per ltr.","IEP","0.659"
"National Average Price","2000M02","Liquid petroleum gas per ltr.","IEP","0.415"
"National Average Price","2000M02","Diesel per ltr.","IEP","0.633"
"National Average Price","2000M03","Round steak per kg.","IEP","6.311"
"National Average Price","2000M03","Sirloin steak per kg.","IEP","8.843"
"National Average Price","2000M03","Rib steak per kg.","IEP","4.13"
"National Average Price","2000M03","Leg beef (boneless) per kg.","IEP","4.466"
"National Average Price","2000M03","Brisket pot roast per kg.","IEP","4.091"
"National Average Price","2000M03","Lamb whole leg per kg.","IEP","5.942"
"National Average Price","2000M03","Lamb loin chops per kg.","IEP","9.29"
"National Average Price","2000M03","Lamb gigot chops per kg.","IEP","5.993"
"National Average Price","2000M03","Lamb - neck per kg.","IEP",""
"National Average Price","2000M03","Lambs liver per kg.","IEP","3.608"
"National Average Price","2000M03","Whole leg of pork per kg.","IEP","3.953"
"National Average Price","2000M03","Pork loin chops per kg.","IEP","5.714"
"National Average Price","2000M03","Shoulder roast of pork per kg.","IEP","3.233"
"National Average Price","2000M03","Pork steak per kg.","IEP","8.064"
"National Average Price","2000M03","Best back rashers per kg.","IEP","7.038"
"National Average Price","2000M03","Streaky rashers per kg.","IEP","4.778"
"National Average Price","2000M03","Ham fillet per kg.","IEP","5.539"
"National Average Price","2000M03","Cooked ham per kg.","IEP","9.395"
"National Average Price","2000M03","Pork sausages per kg.","IEP","3.204"
"National Average Price","2000M03","Black pudding per kg.","IEP","3.218"
"National Average Price","2000M03","Fillet of whiting per kg.","IEP","5.561"
"National Average Price","2000M03","Cod cutlets per kg.","IEP","8.701"
"National Average Price","2000M03","Fillet of plaice per kg.","IEP","10.148"
"National Average Price","2000M03","Smoked kippers per kg.","IEP","4.281"
"National Average Price","2000M03","Potatoes per 5lbs","IEP","1.572"
"National Average Price","2000M03","Potatoes 10 kg.","IEP","3.364"
"National Average Price","2000M03","Tomatoes per kg.","IEP","2.065"
"National Average Price","2000M03","Onions per kg.","IEP","0.735"
"National Average Price","2000M03","Broccoli per kg.","IEP","2.092"
"National Average Price","2000M03","Carrots per kg.","IEP","0.717"
"National Average Price","2000M03","Mushrooms per kg.","IEP","3.002"
"National Average Price","2000M03","Fresh pasteurised milk per litre","IEP","0.645"
"National Average Price","2000M03","Irish cheddar per kg.","IEP","6.095"
"National Average Price","2000M03","Butter per lb.","IEP","1.597"
"National Average Price","2000M03","Large (size 2) eggs per dozen","IEP","1.752"
"National Average Price","2000M03","Medium (size 3) eggs per dozen","IEP","1.501"
"National Average Price","2000M03","Bread white sliced, large (800g)","IEP","0.777"
"National Average Price","2000M03","Bread brown sliced, large (800g)","IEP","0.867"
"National Average Price","2000M03","Bread white sliced, small (400g)","IEP","0.581"
"National Average Price","2000M03","White, plain flour per 2 kgs.","IEP","0.97"
"National Average Price","2000M03","White, self-raising flour per 2 kgs.","IEP","0.961"
"National Average Price","2000M03","Brown, wholemeal flour per 2 kgs.","IEP","0.98"
"National Average Price","2000M03","White granulated sugar per kg.","IEP","0.891"
"National Average Price","2000M03","Jam per lb.","IEP","1.119"
"National Average Price","2000M03","Honey per lb.","IEP","1.797"
"National Average Price","2000M03","Marmalade per lb.","IEP","1.103"
"National Average Price","2000M03","Stout - take home (6 x 250ml)","IEP","4.373"
"National Average Price","2000M03","Lager - take home (4 x 330ml)","IEP","4.758"
"National Average Price","2000M03","Ale - take home (6 x 250ml)","IEP","4.615"
"National Average Price","2000M03","Cider - take home ( 500ml can)","IEP","1.277"
"National Average Price","2000M03","Whiskey - take home (70cl bottle)","IEP","14.112"
"National Average Price","2000M03","Brandy - take home (70cl bottle)","IEP","18.705"
"National Average Price","2000M03","Vodka - take home (70cl bottle)","IEP","12.398"
"National Average Price","2000M03","Sherry - take home (75cl bottle)","IEP","8.346"
"National Average Price","2000M03","Stout - draught bar (1 pint)","IEP","2.207"
"National Average Price","2000M03","Lager - draught lounge (1/2 pint)","IEP","1.417"
"National Average Price","2000M03","Lager - draught lounge (1 pint)","IEP","2.446"
"National Average Price","2000M03","Lager - bottled bar (330ml bottle)","IEP","2.425"
"National Average Price","2000M03","Ale - draught bar (1/2 pint)","IEP","1.311"
"National Average Price","2000M03","Ale - draught bar (1 pint)","IEP","2.244"
"National Average Price","2000M03","Cider - bar (330ml bottle)","IEP","2.522"
"National Average Price","2000M03","Plain cigarettes, standard size per 20 pk.","IEP","3.724"
"National Average Price","2000M03","Filtered cigarettes, standard size per 20 pk.","IEP","3.695"
"National Average Price","2000M03","Leaded petrol per ltr.","IEP",""
"National Average Price","2000M03","Petrol - unleaded per ltr.","IEP","0.686"
"National Average Price","2000M03","Liquid petroleum gas per ltr.","IEP","0.446"
"National Average Price","2000M03","Diesel per ltr.","IEP","0.652"
"National Average Price","2000M04","Round steak per kg.","IEP","6.28"
"National Average Price","2000M04","Sirloin steak per kg.","IEP","9.069"
"National Average Price","2000M04","Rib steak per kg.","IEP","4.201"
"National Average Price","2000M04","Leg beef (boneless) per kg.","IEP","4.454"
"National Average Price","2000M04","Brisket pot roast per kg.","IEP","4.229"
"National Average Price","2000M04","Lamb whole leg per kg.","IEP","6.173"
"National Average Price","2000M04","Lamb loin chops per kg.","IEP","9.421"
"National Average Price","2000M04","Lamb gigot chops per kg.","IEP","6.06"
"National Average Price","2000M04","Lamb - neck per kg.","IEP",""
"National Average Price","2000M04","Lambs liver per kg.","IEP","3.606"
"National Average Price","2000M04","Whole leg of pork per kg.","IEP","3.919"
"National Average Price","2000M04","Pork loin chops per kg.","IEP","5.937"
"National Average Price","2000M04","Shoulder roast of pork per kg.","IEP","3.29"
"National Average Price","2000M04","Pork steak per kg.","IEP","8.094"
"National Average Price","2000M04","Best back rashers per kg.","IEP","6.996"
"National Average Price","2000M04","Streaky rashers per kg.","IEP","4.781"
"National Average Price","2000M04","Ham fillet per kg.","IEP","5.679"
"National Average Price","2000M04","Cooked ham per kg.","IEP","9.332"
"National Average Price","2000M04","Pork sausages per kg.","IEP","3.225"
"National Average Price","2000M04","Black pudding per kg.","IEP","3.236"
"National Average Price","2000M04","Fillet of whiting per kg.","IEP","5.666"
"National Average Price","2000M04","Cod cutlets per kg.","IEP","8.815"
"National Average Price","2000M04","Fillet of plaice per kg.","IEP","10.149"
"National Average Price","2000M04","Smoked kippers per kg.","IEP","4.504"
"National Average Price","2000M04","Potatoes per 5lbs","IEP","1.432"
"National Average Price","2000M04","Potatoes 10 kg.","IEP","3.148"
"National Average Price","2000M04","Tomatoes per kg.","IEP","2.23"
"National Average Price","2000M04","Onions per kg.","IEP","0.734"
"National Average Price","2000M04","Broccoli per kg.","IEP","2.269"
"National Average Price","2000M04","Carrots per kg.","IEP","0.723"
"National Average Price","2000M04","Mushrooms per kg.","IEP","2.986"
"National Average Price","2000M04","Fresh pasteurised milk per litre","IEP","0.646"
"National Average Price","2000M04","Irish cheddar per kg.","IEP","6.086"
"National Average Price","2000M04","Butter per lb.","IEP","1.6"
"National Average Price","2000M04","Large (size 2) eggs per dozen","IEP","1.756"
"National Average Price","2000M04","Medium (size 3) eggs per dozen","IEP","1.496"
"National Average Price","2000M04","Bread white sliced, large (800g)","IEP","0.776"
"National Average Price","2000M04","Bread brown sliced, large (800g)","IEP","0.87"
"National Average Price","2000M04","Bread white sliced, small (400g)","IEP","0.58"
"National Average Price","2000M04","White, plain flour per 2 kgs.","IEP","0.962"
"National Average Price","2000M04","White, self-raising flour per 2 kgs.","IEP","0.965"
"National Average Price","2000M04","Brown, wholemeal flour per 2 kgs.","IEP","0.981"
"National Average Price","2000M04","White granulated sugar per kg.","IEP","0.892"
"National Average Price","2000M04","Jam per lb.","IEP","1.125"
"National Average Price","2000M04","Honey per lb.","IEP","1.795"
"National Average Price","2000M04","Marmalade per lb.","IEP","1.109"
"National Average Price","2000M04","Stout - take home (6 x 250ml)","IEP","4.473"
"National Average Price","2000M04","Lager - take home (4 x 330ml)","IEP","4.866"
"National Average Price","2000M04","Ale - take home (6 x 250ml)","IEP","4.686"
"National Average Price","2000M04","Cider - take home ( 500ml can)","IEP","1.294"
"National Average Price","2000M04","Whiskey - take home (70cl bottle)","IEP","14.119"
"National Average Price","2000M04","Brandy - take home (70cl bottle)","IEP","18.737"
"National Average Price","2000M04","Vodka - take home (70cl bottle)","IEP","12.524"
"National Average Price","2000M04","Sherry - take home (75cl bottle)","IEP","8.436"
"National Average Price","2000M04","Stout - draught bar (1 pint)","IEP","2.225"
"National Average Price","2000M04","Lager - draught lounge (1/2 pint)","IEP","1.43"
"National Average Price","2000M04","Lager - draught lounge (1 pint)","IEP","2.465"
"National Average Price","2000M04","Lager - bottled bar (330ml bottle)","IEP","2.448"
"National Average Price","2000M04","Ale - draught bar (1/2 pint)","IEP","1.326"
"National Average Price","2000M04","Ale - draught bar (1 pint)","IEP","2.258"
"National Average Price","2000M04","Cider - bar (330ml bottle)","IEP","2.541"
"National Average Price","2000M04","Plain cigarettes, standard size per 20 pk.","IEP","3.724"
"National Average Price","2000M04","Filtered cigarettes, standard size per 20 pk.","IEP","3.696"
"National Average Price","2000M04","Leaded petrol per ltr.","IEP",""
"National Average Price","2000M04","Petrol - unleaded per ltr.","IEP","0.719"
"National Average Price","2000M04","Liquid petroleum gas per ltr.","IEP","0.45"
"National Average Price","2000M04","Diesel per ltr.","IEP","0.665"
"National Average Price","2000M05","Round steak per kg.","IEP","6.43"
"National Average Price","2000M05","Sirloin steak per kg.","IEP","8.773"
"National Average Price","2000M05","Rib steak per kg.","IEP","4.163"
"National Average Price","2000M05","Leg beef (boneless) per kg.","IEP","4.449"
"National Average Price","2000M05","Brisket pot roast per kg.","IEP","4.19"
"National Average Price","2000M05","Lamb whole leg per kg.","IEP","6.921"
"National Average Price","2000M05","Lamb loin chops per kg.","IEP","9.982"
